id,regdate,first_name,last_name,email,phone,address,city,state,zipcode
2581,1/23/09 13:47,Einer,Sorenson,sxafcook@jumpstartlab.com,301-312-7000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
5157,2/2/09 10:07,Simone,Sosin,kferriam@jumpstartlab.com,202 481 8000,1333 H St. NW 1st Floor,Washington,DC,20005
1252,1/21/09 0:14,Adam,Starodaj,fkorterfield@jumpstartlab.com,240 645 5000,"3000 Cathedral Ave, NW",Washington,DC,20008
1478,1/21/09 16:47,Kayla,Stevens,vda2@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
359,12/19/08 12:32,Melanie,Stevenson,jebergma@jumpstartlab.com,202-270-3000,3646 Warder St. NW,Washington,DC,20010
869,1/19/09 11:49,Alan,Stoneking,euizabethlev@jumpstartlab.com,646-258-2000,"2727 29th Street NW, Apt. 529",Washington,DC,20008
4611,2/1/09 21:21,Connie,Swartwood,btndguage@jumpstartlab.com,516-996-7000,4400 Massachusetts Avenue,Washington,DC,20016
478,12/20/08 14:05,Donna,Taylor,hmisJohnsonPS@jumpstartlab.com,215-715-0000,1409 37th St NW,Washington,DC,20007
2715,1/27/09 10:44,Mary,Ther,hobdul27@jumpstartlab.com,202-494-2000,1858 California St. NW #41,Washington,DC,20009
1484,1/21/09 16:51,Ashley,Tourneville,wcbutler@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
2576,1/23/09 13:36,Lacey,Tran,whsouza@jumpstartlab.com,301-312-7000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
367,12/19/08 12:58,Kristina,Trowbridge,oumandrell@jumpstartlab.com,202-481-6000,"110 Maryland Ave., NE, Suite 108",Washington,DC,20002
3143,1/30/09 14:29,Annelise,Tsuji,hrchaelaraman@jumpstartlab.com,xxxx000,235 2nd St NE,Washington,DC,20002
1403,1/21/09 15:47,Jacob,Two,cyvid@jumpstartlab.com,215-527-5000,4400 Massachusetts Ave NW,Washington,DC,20016
2618,1/24/09 22:01,Christi,Two,xdolec1@jumpstartlab.com,202-302-7000,3003 Van Ness St. NW #S606,Washington,DC,20008
1443,1/21/09 16:25,Ashley,Vandeputte,owzapf@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
1218,1/20/09 23:43,Meghan,Vanegas,bu@jumpstartlab.com,240 645 5000,"3000 Cathedral Ave, NW",Washington,DC,20008
2723,1/27/09 13:37,Catherine,Varlese,gusonsm@jumpstartlab.com,510 657 7000,800 florida ave ne #1224,washington,DC,20002
4053,2/1/09 13:06,Joe,Vernon,xkmes.p.gilchrist@jumpstartlab.com,720-934-8000,3636 T St. NW,Washington,DC,20007
1430,1/21/09 16:10,Alicia,Veysey,cyaen1.arnold@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
2588,1/23/09 14:07,Annelies,Vig,orrek.j.roy@jumpstartlab.com,301-312-7000,http://410woman.googlepages.com,Washington,DC,20016
2680,1/26/09 22:22,Maura,Viglietta,updkinss@jumpstartlab.com,917-407-4000,4110 14th St. NW,Washington,DC,20011
2222,1/21/09 23:13,Raymond,Vyas,gwdela10@jumpstartlab.com,860-478-4000,"2222 Eye Street, NW, #302",Washington,DC,20052
4449,2/1/09 19:59,Kelsey,Wadsworth,cmartzel@jumpstartlab.com,949-547-8000,901 6th St. SW Apt 414A,Washington,DC,20024
2580,1/23/09 13:45,Kelsey,Walters,hctthew.kramer@jumpstartlab.com,301-312-7000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
4919,2/1/09 23:30,Torsten,Weber-Shirk,ggd2543@jumpstartlab.com,5408883000,1616 P Street NW Suite 340,Washington,DC,20036
1451,1/21/09 16:31,Alicia,Weisberg,nuagnoni@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
1441,1/21/09 16:23,Kelsy,Weitner,bxBurdiss@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
4457,2/1/09 20:03,Jennifer,Wichman,vehns1jm@jumpstartlab.com,503-258-7000,4400 Massachusetts Avenue,Washington,DC,20016
1392,1/21/09 15:27,Monica,Wilson,rblary@jumpstartlab.com,201-208-5000,4400 Massachusetts Ave NW,Washington,DC,20016
2162,1/21/09 22:56,Kate,Wojtalewicz,pfdasamc@jumpstartlab.com,413.539.3000,"950 24th St, NW, #413",Washington,DC,20052
1234,1/20/09 23:55,Kendra,Xx,ygalabre@jumpstartlab.com,240 645 5000,"3000 Cathedral Ave, NW",Washington,DC,20008
847,1/18/09 2:48,Laura,Xx,abnedoe3@jumpstartlab.com,802-659-4000,"2601 Woodley Place NW, Apt 813",Washington,DC,20008
1258,1/21/09 0:24,Althea,Xx,udsaw87@jumpstartlab.com,240 645 5000,"3000 Cathedral Ave, NW",Washington,DC,20008
1254,1/21/09 0:18,Adriana,Zapfel,vemusic@jumpstartlab.com,240 645 5000,"3000 Cathedral Ave, NW",Washington,DC,20008
4159,2/1/09 15:44,John,Zeller,eyudartj@jumpstartlab.com,805-766-2000,"1608 Rhode Island Ave, NW",Washington,DC,20036
1473,1/21/09 16:44,Adam,Zimmerman,jal08d@jumpstartlab.com,301 6545000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
2575,1/23/09 13:03,Brian,Zipin,wwshaw@jumpstartlab.com,301-312-7000,"3825 Wisconsin Avenue, NW",Washington,DC,20016
